stop,2022-02-22 17:00:00,2022-02-23 17:00:00,2022-02-24 17:00:00,0,1,2
5107916,7.572318923691388,7.572318923691388,7.572318923691388,-36.39368,14.291512,18.2213
5107917,0.0,4.603521744870139,4.603521744870139,-5.2125835,2.1420882,14.294362
5107918,0.0,0.0,2.9952504201131487,9.778261,-2.1384988,7.224936
5107919,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5107920,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108198,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108199,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108200,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108201,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108202,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108203,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108204,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108205,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108206,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108207,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108208,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108209,2.3776229314009103,0.0,2.3776229314009103,1.8260896,-0.3390634,3.258296
5108210,2.3215257635383035,0.0,2.3215257635383035,1.9445987,-0.44782495,3.1343493
5108211,2.2742010483710144,0.0,2.2742010483710144,2.0445757,-0.53957963,3.0297837
5108212,2.23167251558395,0.0,2.23167251558395,2.1344218,-0.6220349,2.9358163
5108213,2.047619203969889,0.0,2.047619203969889,2.5232496,-0.9788811,2.5291467
5108214,1.9650368661922448,0.0,1.9650368661922448,2.6977115,-1.1389936,2.3466797
5108215,1.903589334447383,0.0,1.903589334447383,2.8275251,-1.2581294,2.21091
5108216,1.7985032665111802,0.0,0.0,1.290659,-3.1493516,-3.5574703
5108217,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108218,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108486,35.876488463620426,35.876488463620426,35.876488463620426,-198.02826,86.20902,93.78713
5108487,34.014270944057714,34.014270944057714,34.014270944057714,-187.39386,81.47735,88.815445
5108488,33.52497687983875,33.52497687983875,33.52497687983875,-184.59967,80.234116,87.50913
5108489,30.70711184494107,30.70711184494107,30.70711184494107,-168.50787,73.07425,79.98605
5108490,29.915473741149192,29.915473741149192,29.915473741149192,-163.98714,71.062805,77.87256
5108491,25.700356218542478,25.700356218542478,25.700356218542478,-139.91617,60.352684,66.619125
5108902,13.780103379102329,13.780103379102329,13.780103379102329,-71.84403,30.06475,34.794704
5108903,34.098512962114135,34.098512962114135,34.098512962114135,-187.87492,81.6914,89.04034
5108904,9.581685183880298,9.581685183880298,9.581685183880298,-47.868423,19.397068,23.585861
5108905,21.04704160740701,21.04704160740701,21.04704160740701,-113.34281,48.529167,54.19581
5108906,10.21985372268568,10.21985372268568,10.21985372268568,-51.512764,21.01858,25.289629
5108908,27.573445579946103,27.573445579946103,27.573445579946103,-150.61269,65.111984,71.61986
5108909,0.0,10.1593377207975,10.1593377207975,-19.769276,10.699868,33.953506
5108910,28.340773468211328,28.340773468211328,28.340773468211328,-154.99463,67.061676,73.66846
5108912,25.775298268054744,25.775298268054744,25.775298268054744,-140.34413,60.543106,66.819214
5108913,14.467776017442135,14.467776017442135,14.467776017442135,-75.77108,31.812044,36.63064
5108914,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108915,4.371042529593082,4.371042529593082,4.371042529593082,-18.112383,6.1574497,9.674605
5108916,2.7031089132627133,2.7031089132627133,0.0,-11.230973,-0.6168132,-3.099174
5108917,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108918,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5108919,8.224288899038434,8.224288899038434,8.224288899038434,-40.116844,15.948089,19.961914
5108920,0.0,7.58854662928652,7.58854662928652,-13.033594,6.7400045,24.85681
5108921,0.0,8.516472257629497,8.516472257629497,-15.464831,8.169315,28.140259
5108922,6.4958617813653,6.4958617813653,6.4958617813653,-30.246437,11.55636,15.3474
5108923,10.913164249312636,10.913164249312636,10.913164249312636,-55.472004,22.7802,27.140612
5108924,6.982731601217576,6.982731601217576,6.982731601217576,-33.02677,12.79344,16.647232
5108925,0.0,5.15487346744716,5.15487346744716,-6.6571703,2.991349,16.245308
5108926,5.419482298585329,5.419482298585329,5.419482298585329,-24.099632,8.821409,12.473705
5108927,4.184091985574004,4.184091985574004,0.0,-21.136663,1.756628,-3.7040715
5108930,0.0,0.0,0.0,6.8490176,-4.9488482,-1.9951067
5188965,0.0,2.590924997005577,2.590924997005577,0.060583115,-0.95797205,7.172829
6169751,10.488500199845197,10.488500199845197,10.488500199845197,-53.046917,21.70118,26.006857
